t;p
0,05130000000000044;66203,79325681922
0,051400000000000445;66214,70799503123
0,05150000000000045;66225,3929613211
0,05160000000000045;66235,84978256219
0,051700000000000454;66246,08008587077
0,05180000000000046;66256,08549851058
0,05190000000000046;66265,86764779643
0,05200000000000046;66275,4281609965
0,052100000000000465;66284,76866523374
0,05220000000000047;66293,89078738613
0,05230000000000047;66302,79615398582
0,052400000000000474;66311,48639111743
0,05250000000000048;66319,96312431518
0,05260000000000048;66328,22797845917
0,05270000000000048;66336,28257767066
0,052800000000000485;66344,12854520646
0,05290000000000049;66351,76750335246
0,05300000000000049;66359,20107331623
0,053100000000000494;66366,4308751189
0,0532000000000005;66373,4585274861
0,0533000000000005;66380,28564773836
0,0534000000000005;66386,91385168054
0,053500000000000505;66393,34475349073
0,05360000000000051;66399,57996560843
0,05370000000000051;66405,6210986221
0,053800000000000514;66411,46976115617
0,05390000000000052;66417,12755975744
0,05400000000000052;66422,59609878104
0,05410000000000052;66427,8769802758
0,054200000000000526;66432,97180386937
0,05430000000000053;66437,88216665274
0,05440000000000053;66442,60966306458
0,054500000000000534;66447,15588477519
0,05460000000000054;66451,52242057017
0,05470000000000054;66455,71085623393
0,05480000000000054;66459,72277443297
0,054900000000000546;66463,55975459905
0,05500000000000055;66467,22337281222
0,05510000000000055;66470,71520168391
0,055200000000000554;66474,03681023992
0,05530000000000056;66477,18976380352
0,05540000000000056;66480,17562387856
0,05550000000000056;66482,99594803287
0,055600000000000566;66485,65228978169
0,05570000000000057;66488,14619847144
0,05580000000000057;66490,47921916375
0,055900000000000574;66492,65289251978
0,05600000000000058;66494,66875468499
0,05610000000000058;66496,52833717427
0,05620000000000058;66498,23316675762
0,056300000000000586;66499,78476534631
0,05640000000000059;66501,1846498796
0,05650000000000059;66502,4343322121
0,056600000000000594;66503,53531900188
0,0567000000000006;66504,48911159915
0,0568000000000006;66505,29720593581
0,0569000000000006;66505,96109241582
0,057000000000000606;66506,48225580636
0,05710000000000061;66506,86217512998
0,05720000000000061;66507,10232355766
0,057300000000000614;66507,20416830288
0,05740000000000062;66507,16917051675
0,05750000000000062;66506,99878518423
0,05760000000000062;66506,69446102151
0,057700000000000626;66506,25764037452
